"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-07-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"14851","인천광역시 중구 중산동","1881-1","1881","0001","하늘도시우미린1단지","59.9600","202502","09","25,500","829","2","개인","개인","2012","은하수로 351","-","중개거래","인천 중구","25.03.05"
"14852","인천광역시 연수구 동춘동","929","0929","0000","풍림2","84.2200","202502","09","43,000","108","8","개인","개인","1993","경원대로119번길 21","-","중개거래","인천 연수구","25.02.21"
"14853","인천광역시 연수구 동춘동","929","0929","0000","풍림2","45.3600","202502","09","24,500","115","10","개인","개인","1993","경원대로119번길 21","-","중개거래","인천 연수구","25.02.21"
"14854","인천광역시 중구 운남동","1680-2","1680","0002","e편한세상영종하늘도시","123.8919","202502","09","54,900","-","7","개인","개인","2018","숲쟁이로 12","-","중개거래","인천 중구","-"
"14855","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","73.8988","202502","09","49,800","312","26","개인","개인","2023","인하로222번길 20","-","중개거래","인천 미추홀구","25.03.12"
"14856","인천광역시 미추홀구 학익동","125-1","0125","0001","신동아2","56.2500","202502","08","18,000","7","4","개인","개인","1989","소성로 211","-","중개거래","인천 미추홀구","25.03.25"
"14857","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","59.9440","202502","08","33,000","122","9","개인","개인","2007","매소홀로 340","-","중개거래","인천 미추홀구","25.03.24"
"14858","인천광역시 중구 신흥동2가","54-5","0054","0005","삼익","79.7400","202502","08","13,500","1","7","개인","개인","1979","인중로 97","-","중개거래","인천 중구","25.03.28"
"14859","인천광역시 미추홀구 용현동","573-2","0573","0002","용현대우","84.9900","202502","08","29,400","106","5","개인","개인","2001","아암대로29번길 13","-","중개거래","인천 미추홀구","25.03.28"
"14860","인천광역시 미추홀구 용현동","627-40","0627","0040","금호타운","147.0100","202502","08","40,000","1","3","개인","개인","1991","낙섬동로 9","-","중개거래","인천 미추홀구","25.04.30"
"14861","인천광역시 남동구 간석동","938-1","0938","0001","어울림마을","126.2900","202502","08","50,300","108","1","개인","개인","2005","석산로 138","-","중개거래","인천 남동구","25.04.28"
"14862","인천광역시 남동구 만수동","1114","1114","0000","벽산","84.9300","202502","08","30,300","109","3","개인","개인","2000","호구포로 924","-","중개거래","인천 남동구","25.04.11"
"14863","인천광역시 연수구 연수동","633","0633","0000","대동","52.1400","202502","08","27,000","106","15","개인","개인","1993","벚꽃로 172","-","중개거래","인천 연수구","25.07.03"
"14864","인천광역시 연수구 연수동","578-2","0578","0002","주공3","44.6600","202502","08","16,800","302","15","개인","개인","1993","새말로 154","-","중개거래","인천 연수구","25.03.10"
"14865","인천광역시 연수구 연수동","582-2","0582","0002","솔밭마을아파트","49.5600","202502","08","21,000","108","3","개인","개인","1993","원인재로 232","-","직거래","-","25.02.25"
"14866","인천광역시 중구 도원동","41-25","0041","0025","뉴월드","59.9500","202502","08","12,900","1","9","개인","개인","1994","도원로26번길 33-8","-","중개거래","인천 중구","25.03.07"
"14867","인천광역시 남동구 서창동","699","0699","0000","서창퍼스트뷰(7단지)","101.9200","202502","08","47,700","711","12","개인","개인","2012","서창남순환로 190-15","-","중개거래","인천 남동구","25.03.28"
"14868","인천광역시 남동구 서창동","699","0699","0000","서창퍼스트뷰(7단지)","59.9400","202502","08","31,600","721","5","개인","개인","2012","서창남순환로 190-15","-","중개거래","인천 남동구, 인천 미추홀구","25.03.28"
"14869","인천광역시 미추홀구 숭의동","362-19","0362","0019","힐스테이트숭의역","59.9680","202502","08","31,744","104동","14","개인","개인","2025","인주대로 5","-","중개거래","인천 미추홀구","25.04.04"
"14870","인천광역시 동구 송림동","94-11","0094","0011","진로","84.9100","202502","08","26,500","-","15","개인","개인","1999"," 19","-","중개거래","인천 미추홀구","-"
"14871","인천광역시 동구 송림동","339","0339","0000","풍림아이원","84.9360","202502","08","31,500","118","9","개인","법인","2009","송미로 6","-","중개거래","인천 동구","25.04.14"
"14872","인천광역시 연수구 송도동","19-3","0019","0003","송도더샵그린워크3차(18-1블럭)","84.8900","202502","08","77,500","1801","14","개인","개인","2015","컨벤시아대로130번길 100","-","중개거래","인천 연수구","25.07.23"
"14873","인천광역시 연수구 송도동","319-1","0319","0001","e편한세상송도","70.2331","202502","08","54,850","-","18","개인","개인","2018","랜드마크로 113","20250208","중개거래","인천 연수구","-"
"14874","인천광역시 연수구 송도동","319-1","0319","0001","e편한세상송도","70.5618","202502","08","52,000","101동","17","개인","개인","2018","랜드마크로 113","-","중개거래","인천 연수구","25.02.21"
"14875","인천광역시 연수구 송도동","190-2","0190","0002","글로벌캠퍼스푸르지오","84.9800","202502","08","74,000","-","31","개인","개인","2013","송도문화로28번길 28","-","중개거래","인천 연수구","-"
"14876","인천광역시 연수구 송도동","18-7","0018","0007","송도더샵하버뷰(D15)","84.8786","202502","08","75,000","1502","14","개인","개인","2012","아트센터대로97번길 56","-","중개거래","인천 연수구","25.02.21"
"14877","인천광역시 연수구 송도동","319-1","0319","0001","e편한세상송도","70.5618","202502","08","53,700","102동","6","개인","개인","2018","랜드마크로 113","-","중개거래","인천 연수구","25.02.26"
"14878","인천광역시 연수구 송도동","191-4","0191","0004","송도에듀포레푸르지오","72.2530","202502","08","69,500","204","16","개인","개인","2016","송도문화로84번길 24","-","중개거래","인천 연수구","25.02.28"
"14879","인천광역시 연수구 송도동","157","0157","0000","해모로월드뷰","84.9207","202502","08","74,000","304","5","개인","개인","2012","송도과학로27번길 30","-","중개거래","인천 연수구","25.03.26"
"14880","인천광역시 연수구 송도동","319-1","0319","0001","e편한세상송도","70.5618","202502","08","57,000","115동","15","개인","개인","2018","랜드마크로 113","-","중개거래","인천 연수구","25.03.28"
"14881","인천광역시 연수구 송도동","190-4","0190","0004","송도더샵센트럴시티","84.9700","202502","08","81,500","208동","10","개인","개인","2018","송도국제대로 261","-","중개거래","인천 연수구","25.06.16"
"14882","인천광역시 연수구 송도동","319-1","0319","0001","e편한세상송도","84.4163","202502","08","62,000","110동","7","개인","개인","2018","랜드마크로 113","-","중개거래","인천 연수구","25.04.04"
"14883","인천광역시 연수구 송도동","319-1","0319","0001","e편한세상송도","70.2331","202502","08","54,850","104동","18","개인","개인","2018","랜드마크로 113","-","중개거래","인천 연수구","25.04.04"
"14884","인천광역시 연수구 송도동","2-7","0002","0007","송도풍림아이원1단지","84.7167","202502","08","60,000","105","25","개인","개인","2005","신송로118번길 6","-","중개거래","인천 연수구","25.04.14"
"14885","인천광역시 연수구 송도동","9-6","0009","0006","송도웰카운티3단지","101.5300","202502","08","83,400","305","22","개인","개인","2010","해송로30번길 19","-","중개거래","인천 연수구","25.04.10"
"14886","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","46.2300","202502","08","22,800","107","16","개인","개인","2005","이규보로61번길 21","-","중개거래","인천 부평구","25.03.31"
"14887","인천광역시 남동구 남촌동","320-2","0320","0002","남촌풍림1차","84.8350","202502","08","26,500","102","3","개인","개인","1998","남촌동로15번길 21","-","중개거래","인천 남동구","25.04.15"
"14888","인천광역시 남동구 만수동","1044","1044","0000","만수뉴서울아파트","34.6500","202502","08","10,000","101","3","개인","개인","1992","담방로21번길 61","-","중개거래","인천 남동구","25.02.20"
"14889","인천광역시 남동구 논현동","563-3","0563","0003","주공2단지","38.9500","202502","08","15,100","213","11","개인","개인","1998","함박뫼로 439","-","중개거래","인천 남동구","25.04.10"
"14890","인천광역시 남동구 논현동","602-1","0602","0001","논현단풍마을트리플에듀","84.7900","202502","08","36,800","1109","18","개인","개인","2006","소래역로 94","-","중개거래","인천 남동구","25.03.19"
"14891","인천광역시 남동구 논현동","603-1","0603","0001","휴먼시아동산마을","84.6000","202502","08","39,900","806","13","개인","개인","2006","소래역로 119","-","중개거래","인천 남동구","25.05.23"
"14892","인천광역시 연수구 송도동","101","0101","0000","송도더샵퍼스트파크F14BL","68.9600","202502","08","83,200","1401","8","개인","개인","2017","컨벤시아대로252번길 50","-","중개거래","인천 연수구","25.04.11"
"14893","인천광역시 연수구 송도동","311","0311","0000","랜드마크시티센트럴더샵","84.9999","202502","08","65,000","-","12","개인","개인","2020","랜드마크로 68","20250428","중개거래","인천 미추홀구, 인천 연수구","-"
"14894","인천광역시 연수구 송도동","319-1","0319","0001","e편한세상송도","70.3826","202502","08","52,000","104동","24","개인","개인","2018","랜드마크로 113","-","중개거래","인천 연수구","25.02.14"
"14895","인천광역시 남동구 구월동","1485","1485","0000","구월아시아드선수촌2단지","59.5700","202502","08","39,500","201","13","개인","개인","2015","선수촌공원로 96","-","중개거래","인천 남동구","25.05.02"
"14896","인천광역시 남동구 구월동","1508","1508","0000","구월유승한내들퍼스티지","94.0260","202502","08","57,600","103","1","개인","개인","2016","선수촌로 75","-","중개거래","인천 남동구","25.04.09"
"14897","인천광역시 남동구 논현동","766-1","0766","0001","에코메트로9","169.6680","202502","08","85,000","902","4","개인","개인","2011","에코중앙로 96","-","중개거래","인천 계양구, 인천 남동구","25.02.27"
"14898","인천광역시 부평구 부평동","65-115","0065","0115","대우","84.4370","202502","08","44,000","103","3","개인","개인","1998","부흥로243번길 7","-","중개거래","인천 부평구","25.04.25"
"14899","인천광역시 부평구 부평동","938","0938","0000","부평LH2단지","59.9600","202502","08","39,000","210","15","개인","개인","2012","동수로120번길 43","-","중개거래","인천 부평구","25.04.30"
"14900","인천광역시 연수구 동춘동","931","0931","0000","무지개마을","84.9650","202502","08","40,000","6","8","개인","법인","1995","원인재로 14","-","중개거래","인천 연수구","25.02.24"
"14901","인천광역시 남동구 구월동","1160","1160","0000","송정","40.2000","202502","08","12,600","가","4","개인","개인","1988","남동대로725번길 31","-","중개거래","인천 남동구","25.02.25"
"14902","인천광역시 남동구 구월동","24","0024","0000","롯데캐슬골드","83.7769","202502","08","45,500","2406","3","개인","개인","2007","호구포로 803","-","중개거래","인천 남동구","25.03.06"
"14903","인천광역시 남동구 구월동","1129-20","1129","0020","로드힐","46.3200","202502","08","18,500","-","8","개인","개인","2015","미래로 15","-","중개거래","인천 부평구","25.03.10"
"14904","인천광역시 남동구 구월동","24","0024","0000","롯데캐슬골드","46.8778","202502","08","32,900","2110","20","개인","개인","2007","호구포로 803","-","중개거래","인천 남동구","25.03.28"
"14905","인천광역시 남동구 구월동","24","0024","0000","롯데캐슬골드","84.8114","202502","08","55,000","2207","16","개인","개인","2007","호구포로 803","-","중개거래","인천 남동구","25.03.31"
"14906","인천광역시 남동구 구월동","258","0258","0000","팬더","84.9200","202502","08","30,800","2","9","개인","개인","1991","인주대로662번길 32","-","중개거래","인천 남동구","25.04.07"
"14907","인천광역시 연수구 동춘동","1144","1144","0000","인천연수서해그랑블3단지","59.9628","202502","08","39,300","302동","11","개인","개인","2019","봉재산로 76","-","중개거래","인천 연수구","25.05.26"
"14908","인천광역시 중구 운남동","1779","1779","0000","영종센트럴푸르지오자이","84.7955","202502","08","47,000","113동","16","개인","개인","2019","은하수로 412","-","중개거래","인천 중구","25.03.31"
"14909","인천광역시 연수구 옥련동","633","0633","0000","현대2차아파트","84.1400","202502","08","36,000","207","10","개인","개인","1996","독배로 58","-","중개거래","인천 연수구","25.03.28"
"14910","인천광역시 연수구 옥련동","632","0632","0000","서해","84.8550","202502","08","27,000","101","12","개인","개인","1995","청량로185번길 16","-","중개거래","인천 연수구","25.05.07"
"14911","인천광역시 연수구 옥련동","633","0633","0000","현대2차아파트","84.6000","202502","08","34,000","206","9","개인","개인","1995","독배로 58","-","중개거래","인천 연수구","25.05.09"
"14912","인천광역시 남동구 만수동","1045","1045","0000","한국","84.2300","202502","08","24,000","104","2","개인","개인","1992","담방로21번길 23","-","중개거래","인천 남동구","25.04.18"
"14913","인천광역시 동구 송현동","6-26","0006","0026","송현주공","41.8500","202502","08","12,800","104","11","개인","개인","1993","인중로 653","-","중개거래","인천 동구","25.03.07"
"14914","인천광역시 미추홀구 도화동","601-1","0601","0001","동아","84.9500","202502","08","21,000","1","2","개인","개인","1992","경인로 203-12","-","중개거래","인천 미추홀구","25.03.28"
"14915","인천광역시 중구 중산동","1887-4","1887","0004","e편한세상영종국제도시오션하임","84.9777","202502","08","45,000","111동","15","개인","개인","2018","두미포로 112","-","중개거래","인천 중구","25.04.03"
"14916","인천광역시 중구 중산동","1887-4","1887","0004","e편한세상영종국제도시오션하임","84.9777","202502","08","47,000","110동","10","개인","개인","2018","두미포로 112","-","중개거래","인천 중구","25.03.28"
"14917","인천광역시 미추홀구 숭의동","118-7","0118","0007","금강아파트","49.9100","202502","08","14,300","-","8","개인","개인","2015","경인로 88","-","중개거래","인천 남동구","25.02.21"
"14918","인천광역시 남동구 간석동","519-4","0519","0004","한진","62.3400","202502","08","21,900","2","4","개인","법인","1980","경인로524번길 16","-","중개거래","인천 남동구","25.03.20"
"14919","인천광역시 남동구 간석동","495-5","0495","0005","금호","43.0800","202502","08","24,700","5","7","개인","개인","1988","구월로 73","-","중개거래","인천 남동구","25.03.21"
"14920","인천광역시 남동구 간석동","918-5","0918","0005","태화아파트101동,102동,103동,105동","84.5600","202502","08","24,800","101","7","개인","개인","1994","호구포로900번길 5","-","중개거래","인천 남동구","25.04.25"
"14921","인천광역시 중구 중산동","1887-2","1887","0002","영종힐스테이트","83.2940","202502","08","40,000","902","32","개인","개인","2012","하늘별빛로 66","-","중개거래","인천 중구","25.03.12"
"14922","인천광역시 미추홀구 주안동","1621","1621","0000","관교한신휴플러스","84.9539","202502","08","42,000","116","13","개인","개인","2010","경원대로 717","-","중개거래","인천 미추홀구","25.03.04"
"14923","인천광역시 미추홀구 주안동","1621","1621","0000","관교한신휴플러스","84.6255","202502","08","37,500","110","16","개인","개인","2010","경원대로 717","-","중개거래","인천 미추홀구","25.05.15"
"14924","인천광역시 남동구 만수동","1044","1044","0000","만수뉴서울아파트","34.6500","202502","08","10,950","106","1","개인","개인","1992","담방로21번길 61","-","중개거래","인천 남동구","25.02.26"
"14925","인천광역시 남동구 만수동","1045","1045","0000","한국","84.2300","202502","08","24,000","-","2","개인","개인","1992","담방로21번길 23","20250319","중개거래","인천 남동구","-"
"14926","인천광역시 남동구 만수동","1049","1049","0000","담방마을","49.7200","202502","08","16,000","101","11","개인","개인","1994","매소홀로 1030","-","중개거래","인천 남동구","25.03.18"
"14927","인천광역시 남동구 만수동","1115-1","1115","0001","포레시안","46.8900","202502","08","23,000","128","6","개인","개인","2011","만수서로 55","-","중개거래","인천 남동구","25.04.07"
"14928","인천광역시 미추홀구 학익동","732-3","0732","0003","엑슬루타워","116.5090","202502","08","63,900","-","38","개인","개인","2010","매소홀로309번길 32","-","중개거래","인천 미추홀구, 인천 부평구","-"
"14929","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","84.9357","202502","08","41,000","105","21","개인","개인","2007","매소홀로 340","-","중개거래","인천 미추홀구","25.04.11"
"14930","인천광역시 계양구 용종동","213-2","0213","0002","초정마을(두산)","96.1500","202502","08","52,000","305","11","개인","개인","1997","계양문화로 142","-","중개거래","인천 계양구","25.02.21"
"14931","인천광역시 서구 연희동","690","0690","0000","태영","59.2400","202502","08","16,000","2","15","개인","개인","1996","대평로 10","-","직거래","-","25.02.13"
"14932","인천광역시 부평구 구산동","360","0360","0000","부평자이","59.9602","202502","08","35,000","101","6","개인","개인","2006","일신로 120","-","중개거래","인천 부평구","25.03.31"
"14933","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202502","08","40,500","제116","12","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","25.04.30"
"14934","인천광역시 부평구 청천동","453","0453","0000","청천우민늘푸른아파트","59.6518","202502","08","30,000","105동","5","개인","개인","2020","평천로141번길 11","-","중개거래","인천 부평구","25.04.07"
"14935","인천광역시 부평구 청천동","399-6","0399","0006","광명","59.9750","202502","08","19,400","103","19","개인","개인","1995","평천로153번길 13","-","중개거래","인천 부평구","25.03.28"
"14936","인천광역시 부평구 청천동","236-5","0236","0005","미도6","52.3800","202502","08","13,800","2","6","개인","개인","1988","길주로494번길 50","-","중개거래","인천 부평구","25.03.04"
"14937","인천광역시 부평구 일신동","409","0409","0000","풍림아파트(101동~110동)","72.8120","202502","08","34,000","105","5","개인","개인","1995","일신로14번길 23","-","중개거래","인천 부평구","25.04.28"
"14938","인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","59.9700","202502","08","25,000","104","18","개인","개인","1995","항동로75번길 11","-","중개거래","인천 부평구","25.03.11"
"14939","인천광역시 서구 오류동","1722-1","1722","0001","검단오류역우방아이유쉘","66.2940","202502","08","32,400","103동","10","개인","개인","2021","대촌로 26","-","중개거래","인천 서구","25.03.28"
"14940","인천광역시 계양구 작전동","580","0580","0000","현대2-2차","84.9300","202502","08","35,600","212","8","개인","개인","1993","효서로 381","-","중개거래","경기 부천시 원미구, 인천 계양구","25.04.21"
"14941","인천광역시 서구 왕길동","696-1","0696","0001","검단자이2단지","84.7430","202502","08","34,500","-","4","개인","개인","2010","오동로 32","-","중개거래","인천 서구","-"
"14942","인천광역시 계양구 작전동","111","0111","0000","작전현대1차","84.9450","202502","08","33,500","106","13","개인","개인","1990","봉오대로743번길 8","-","중개거래","인천 계양구","25.04.25"
"14943","인천광역시 계양구 작전동","915-1","0915","0001","까치마을태화","37.3800","202502","08","13,200","604","1","개인","개인","1997","효서로 393","-","중개거래","인천 계양구","25.02.17"
"14944","인천광역시 계양구 효성동","24-49","0024","0049","현대2","84.9450","202502","08","29,300","201","17","개인","개인","1992","길마로 83","-","중개거래","인천 계양구","25.03.05"
"14945","인천광역시 계양구 효성동","623-27","0623","0027","경남1","49.9350","202502","08","13,800","1","5","개인","개인","1987","봉오대로463번길 17","-","중개거래","인천 계양구","25.03.24"
"14946","인천광역시 계양구 효성동","123-57","0123","0057","태산","59.9600","202502","08","20,600","107","22","개인","개인","1997","봉오대로477번길 20","-","중개거래","인천 계양구","25.03.21"
"14947","인천광역시 서구 가좌동","122-2","0122","0002","현대3","84.8100","202502","08","31,100","-","12","개인","개인","1998","원적로95번길 5","-","중개거래","인천 서구","-"
"14948","인천광역시 부평구 부개동","494","0494","0000","성일","50.8800","202502","08","22,600","302","7","개인","개인","1990","수변로52번길 6","-","중개거래","인천 부평구","25.03.31"
"14949","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.9800","202502","08","29,500","317","7","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","25.04.18"
"14950","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","131.8340","202502","08","73,000","102","2","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","25.04.17"
"14951","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","131.2040","202502","08","76,000","102","10","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","25.04.30"
"14952","인천광역시 부평구 부개동","494-1","0494","0001","대동(494-1)","84.9400","202502","08","35,800","제3","10","개인","개인","1991","부일로113번길 11","-","중개거래","인천 부평구","25.05.07"
"14953","인천광역시 서구 불로동","768-7","0768","0007","연진","51.3000","202502","08","12,500","103","2","개인","개인","1991","검단로763번길 18","-","중개거래","인천 서구","25.03.04"
"14954","인천광역시 서구 불로동","803-1","0803","0001","검단대광로제비앙센트럴포레","84.7273","202502","08","43,000","104동","1","개인","개인","2022","검단로768번길 46","-","중개거래","인천 서구","25.03.04"
"14955","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","84.5800","202502","08","41,000","212","6","개인","개인","1999","원적로 361","-","중개거래","인천 부평구","25.03.27"
"14956","인천광역시 계양구 작전동","912-4","0912","0004","도두리마을동남","40.3200","202502","08","14,500","516","11","개인","개인","1997","도두리로 62","-","중개거래","인천 계양구","25.03.28"
"14957","인천광역시 계양구 서운동","230","0230","0000","계양효성해링턴플레이스","84.9860","202502","08","61,000","102","22","개인","개인","2021","서운로 34","-","중개거래","인천 계양구","25.04.25"
"14958","인천광역시 부평구 산곡동","255-1","0255","0001","뉴서울아파트","74.4100","202502","08","25,500","5","2","개인","개인","1991","마장로264번길 33","-","중개거래","인천 부평구","25.04.30"
"14959","인천광역시 부평구 산곡동","222","0222","0000","한신휴","84.9790","202502","08","38,000","103","21","개인","개인","2003","마장로220번길 13","-","중개거래","인천 부평구","25.04.30"
"14960","인천광역시 서구 원당동","1063","1063","0000","검단신도시모아엘가그랑데","84.7004","202502","08","67,200","2304동","4","개인","개인","2023","이음4로 93","-","중개거래","인천 서구","25.04.14"
"14961","인천광역시 계양구 임학동","30","0030","0000","유호","57.4800","202502","08","18,500","2","2","개인","개인","1990","임학안로 34-10","-","중개거래","인천 계양구","25.05.29"
"14962","인천광역시 계양구 용종동","207-1","0207","0001","인천계양코아루센트럴파크","74.6100","202502","08","52,000","105동","20","개인","개인","2017","계양문화로 119","-","중개거래","인천 계양구","25.04.07"
"14963","인천광역시 서구 신현동","306-1","0306","0001","루원시티센트럴타운","84.6600","202502","08","53,500","904동","3","개인","개인","2017","봉오재1로 36","-","중개거래","인천 서구","25.05.15"
"14964","인천광역시 서구 신현동","304-1","0304","0001","루원시티 대성베르힐","84.9757","202502","08","56,500","111동","4","개인","개인","2017","봉오재1로 15","-","중개거래","인천 서구","25.04.30"
"14965","인천광역시 계양구 병방동","432-5","0432","0005","학마을영남","59.9400","202502","08","33,500","120","11","개인","개인","1997","장제로 878","-","중개거래","인천 계양구","25.04.28"
"14966","인천광역시 부평구 삼산동","205","0205","0000","정광","43.7100","202502","08","11,000","가","5","개인","개인","1989","후정동로 17","-","중개거래","인천 부평구","25.04.17"
"14967","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","59.3900","202502","08","26,400","408","11","개인","개인","2000","영성중로 57","-","중개거래","인천 부평구","25.03.28"
"14968","인천광역시 부평구 갈산동","179-1","0179","0001","한국","59.8800","202502","08","28,500","-","6","개인","개인","1998","부평대로278번길 42","20250224","중개거래","인천 부평구","-"
"14969","인천광역시 서구 마전동","999-8","0999","0008","검단우림필유","84.9487","202502","08","32,000","108","2","개인","개인","2007","완정로34번길 29","-","중개거래","인천 서구","25.03.14"
"14970","인천광역시 서구 마전동","1150","1150","0000","마전3차풍림아이원","84.6689","202502","08","21,500","304","6","개인","개인","2005","가현로42번길 49","-","중개거래","인천 서구","25.03.21"
"14971","인천광역시 서구 마전동","1003-1","1003","0001","동아","59.9800","202502","08","23,300","107","15","개인","개인","1999","완정로34번길 20","-","중개거래","인천 서구","25.03.21"
"14972","인천광역시 서구 마전동","1147-1","1147","0001","마전1차풍림아이원아파트","84.7842","202502","08","21,000","103","10","개인","개인","2004","가현로 7","-","중개거래","인천 서구","25.03.28"
"14973","인천광역시 서구 마전동","1003-1","1003","0001","동아","84.9000","202502","08","26,500","104","2","개인","개인","1999","완정로34번길 20","-","중개거래","인천 서구","25.04.04"
"14974","인천광역시 서구 마전동","1029-2","1029","0002","검단1차대주피오레","84.9734","202502","08","33,800","111","4","개인","개인","2007","완정로65번안길 10","-","중개거래","인천 서구","25.04.10"
"14975","인천광역시 서구 청라동","103-26","0103","0026","청라반도유보라","126.0777","202502","08","65,000","522","11","개인","개인","2011","솔빛로 55","-","중개거래","인천 서구","25.03.12"
"14976","인천광역시 서구 청라동","149-2","0149","0002","청라제일풍경채2차에듀앤파크","84.9930","202502","08","72,900","326동","24","개인","개인","2017","청라한울로 96","-","중개거래","인천 서구, 인천 연수구","25.05.26"
"14977","인천광역시 서구 청라동","185-1","0185","0001","힐데스하임","59.9007","202502","08","52,700","127","15","개인","개인","2011","청라라임로 17","-","중개거래","인천 서구","25.04.03"
"14978","인천광역시 서구 청라동","149-2","0149","0002","청라제일풍경채2차에듀앤파크","84.9930","202502","08","72,900","-","24","개인","개인","2017","청라한울로 96","20250418","중개거래","인천 서구, 인천 연수구","-"
"14979","인천광역시 서구 청라동","173-1","0173","0001","청라29블럭호반베르디움","84.9934","202502","08","65,000","490","17","개인","개인","2012","청라커낼로 163","-","중개거래","인천 서구","25.04.28"
"14980","인천광역시 서구 청라동","82-1","0082","0001","청라모아미래도","71.0928","202502","08","56,000","604동","20","개인","개인","2018","비즈니스로 165","-","중개거래","인천 서구","25.04.30"
"14981","인천광역시 서구 마전동","1055-1","1055","0001","당하3차풍림아이원","84.9851","202502","08","31,900","201","2","개인","개인","2004","원당대로685번길 23","-","중개거래","인천 서구","25.04.21"
"14982","인천광역시 계양구 귤현동","531","0531","0000","계양센트레빌1단지","84.9220","202502","08","48,500","108","6","개인","개인","2013","형제봉길 100","-","중개거래","인천 계양구","25.04.30"
"14983","인천광역시 계양구 오류동","180","0180","0000","신동아","59.9500","202502","08","23,400","13","5","개인","개인","1997","황어로115번길 12","-","중개거래","인천 계양구","25.04.11"
"14984","인천광역시 계양구 오류동","180","0180","0000","신동아","59.9500","202502","08","23,500","15","11","개인","개인","1997","황어로115번길 12","-","중개거래","인천 계양구","25.04.25"
"14985","인천광역시 계양구 장기동","131-10","0131","0010","계양벽산블루밍","84.8830","202502","08","35,500","101","5","개인","개인","2009","황어로115번길 13","-","중개거래","인천 계양구","25.04.11"
"14986","인천광역시 서구 검암동","628","0628","0000","삼보해피하임4","71.6238","202502","08","34,500","403","10","개인","개인","2003","승학로 457","-","중개거래","인천 서구","25.03.28"
"14987","인천광역시 서구 가정동","603-1","0603","0001","루원제일풍경채","84.2814","202502","08","60,800","402동","22","개인","개인","2018","봉오재3로 11","-","중개거래","인천 서구","25.04.17"
"14988","인천광역시 서구 당하동","1080-1","1080","0001","검단힐스테이트6차","84.9908","202502","08","46,700","-","3","개인","개인","2013","청마로51번안길 11","-","중개거래","인천 서구","-"
"14989","인천광역시 서구 당하동","1318-8","1318","0008","검단신도시모아미래도엘리트파크","84.6561","202502","08","58,000","806동","18","개인","개인","2022","서로3로 50","-","중개거래","인천 서구","25.04.10"
"14990","인천광역시 서구 당하동","1314","1314","0000","검단신안인스빌어반퍼스트","94.9550","202502","08","58,000","309동","20","개인","개인","2022","이음1로 173","-","중개거래","인천 서구","25.03.21"
"14991","인천광역시 서구 당하동","1027-15","1027","0015","신안실크벨리","59.9639","202502","08","25,000","506","3","개인","개인","2004","원당대로840번길 22","-","중개거래","인천 동구, 인천 서구","25.03.07"
"14992","인천광역시 계양구 계산동","20","0020","0000","주공","41.3000","202502","08","19,700","102","1","개인","개인","1990","경명대로1142번길 3","-","중개거래","인천 계양구","25.03.10"
"14993","인천광역시 계양구 계산동","355-1","0355","0001","한국","82.8800","202502","08","28,800","101","15","개인","개인","1991","주부토로 538","-","중개거래","인천 계양구","25.03.27"
"14994","인천광역시 계양구 계산동","20","0020","0000","주공","49.9400","202502","08","26,500","106","14","개인","개인","1990","경명대로1142번길 3","-","중개거래","인천 계양구","25.04.22"
